LineId,Month,Day,Time,Host,Process,Pid,Content,EventId,EventTemplate,ParameterList
1483,Jun,14,01:26:06,secops-01,sshd,15006,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
1484,Jun,14,01:26:13,secops-01,sshd,28420,Failed password for invalid user test from 203.0.113.74 port 25609 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['test', '203.0.113.74', '25609']"
1485,Jun,14,01:26:13,secops-01,sshd,16213,Failed password for ubuntu from 198.51.100.52 port 11164 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['ubuntu', '198.51.100.52', '11164']"
1486,Jun,14,01:26:19,secops-01,sshd,23256,Failed password for guest from 198.51.100.97 port 33231 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['guest', '198.51.100.97', '33231']"
1487,Jun,14,01:26:20,secops-01,kernel,,[UFW ALLOW] IN=ens3 OUT= SRC=203.0.113.80 DST=10.0.9.20 PROTO=TCP SPT=27814 DPT=22,F03,[UFW ALLOW] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['ens3', '203.0.113.80', '10.0.9.20', '27814', '22']"
1488,Jun,14,01:26:25,secops-01,sshd,18364,Invalid user nagios from 203.0.113.197 port 29617,S05,Invalid user <*> from <*> port <*>,"['nagios', '203.0.113.197', '29617']"
1489,Jun,14,01:26:25,secops-01,sshd,22064,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.178,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['203.0.113.178']
1490,Jun,14,01:26:30,secops-01,sshd,11130,reverse mapping checking getaddrinfo for host95.example-corp.com [203.0.113.124] failed - POSSIBLE BREAK-IN ATTEMPT!,S11,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,"['host95.example-corp.com', '203.0.113.124']"
1491,Jun,14,01:26:34,secops-01,sshd,14845,Received disconnect from 198.51.100.180 port 44649:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['198.51.100.180', '44649']"
1492,Jun,14,01:26:38,secops-01,sshd,14828,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
1493,Jun,14,01:26:39,secops-01,sshd,10404,Failed password for invalid user nagios from 192.0.2.217 port 11603 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['nagios', '192.0.2.217', '11603']"
1494,Jun,14,01:26:45,secops-01,sudo,36297,pam_unix(sudo:session): session closed for user deploy,U02,pam_unix(sudo:session): session closed for user <*>,['deploy']
1495,Jun,14,01:26:51,secops-01,sshd,16187,Connection reset by 192.0.2.22 port 35006 [preauth],S14,Connection reset by <*> port <*> [preauth],"['192.0.2.22', '35006']"
1496,Jun,14,01:26:57,secops-01,sshd,27471,Failed password for git from 203.0.113.79 port 33834 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['git', '203.0.113.79', '33834']"
1497,Jun,14,01:26:58,secops-01,sshd,23487,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
1498,Jun,14,01:27:02,secops-01,sshd,14676,Failed password for nagios from 198.51.100.90 port 54385 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['nagios', '198.51.100.90', '54385']"
1499,Jun,14,01:27:02,secops-01,sudo,35047,pam_unix(sudo:session): session opened for user deploy by git(uid=1001),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['deploy', 'git', '1001']"
1500,Jun,14,01:27:08,secops-01,audit,4169,USER_LOGIN pid=4343 uid=1000 auid=1000 user=admin exe=/usr/sbin/sshd res=success,A02,USER_LOGIN pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['4343', '1000', '1000', 'admin', 'success']"
1501,Jun,14,01:27:10,secops-01,sshd,24121,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=198.51.100.189,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['198.51.100.189']
1502,Jun,14,01:27:11,secops-01,sshd,15963,Failed password for ubuntu from 198.51.100.52 port 32905 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['ubuntu', '198.51.100.52', '32905']"
1503,Jun,14,01:27:14,secops-01,sshd,15987,Connection closed by authenticating user support 203.0.113.53 port 4889 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['support', '203.0.113.53', '4889']"
1504,Jun,14,01:27:16,secops-01,sshd,13578,Failed password for invalid user backup from 192.0.2.114 port 42104 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['backup', '192.0.2.114', '42104']"
1505,Jun,14,01:27:16,secops-01,sshd,21211,Failed password for admin from 203.0.113.72 port 5235 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['admin', '203.0.113.72', '5235']"
1506,Jun,14,01:27:23,secops-01,sshd,25659,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
1507,Jun,14,01:27:23,secops-01,sshd,10311,input_userauth_request: invalid user admin [preauth],S12,input_userauth_request: invalid user <*> [preauth],['admin']
1508,Jun,14,01:27:26,secops-01,sshd,13173,Failed password for invalid user root from 198.51.100.204 port 3767 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['root', '198.51.100.204', '3767']"
1509,Jun,14,01:27:30,secops-01,sshd,27041,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.156,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['203.0.113.156']
1510,Jun,14,01:27:35,secops-01,kernel,,[UFW ALLOW] IN=ens3 OUT= SRC=198.51.100.156 DST=10.0.6.88 PROTO=TCP SPT=25323 DPT=5432,F03,[UFW ALLOW] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['ens3', '198.51.100.156', '10.0.6.88', '25323', '5432']"
1511,Jun,14,01:27:40,secops-01,sudo,35833,deploy : 5 incorrect password attempts ; TTY=pts/1 ; PWD=/etc ; COMMAND=/usr/bin/systemctl restart nginx,U04,<*> : <*> incorrect password attempts ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['deploy', '5', 'pts/1', '/etc', '/usr/bin/systemctl restart nginx']"
1512,Jun,14,01:27:40,secops-01,sudo,32275,root : user NOT authorized on host ; TTY=pts/1 ; PWD=/tmp ; COMMAND=/usr/bin/docker ps,U03,<*> : user NOT authorized on host ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['root', 'pts/1', '/tmp', '/usr/bin/docker ps']"
1513,Jun,14,01:27:44,secops-01,sshd,27387,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
1514,Jun,14,01:27:44,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=203.0.113.160 DST=10.0.7.133 PROTO=ICMP TYPE=0 CODE=0,F04,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=ICMP TYPE=<*> CODE=<*>,"['eth0', '203.0.113.160', '10.0.7.133', '0', '0']"
1515,Jun,14,01:27:44,secops-01,audit,4577,USER_LOGIN pid=4922 uid=1000 auid=1000 user=postgres exe=/usr/sbin/sshd res=failed,A02,USER_LOGIN pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['4922', '1000', '1000', 'postgres', 'failed']"
1516,Jun,14,01:27:51,secops-01,audit,3485,USER_AUTH pid=4013 uid=1000 auid=4294967295 user=test exe=/usr/sbin/sshd res=success,A01,USER_AUTH pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['4013', '1000', '4294967295', 'test', 'success']"
1517,Jun,14,01:27:52,secops-01,sshd,25601,Disconnected from authenticating user nagios 198.51.100.91 port 29067 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['nagios', '198.51.100.91', '29067']"
1518,Jun,14,01:27:52,secops-01,sudo,32345,pam_unix(sudo:session): session opened for user ubuntu by nagios(uid=0),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['ubuntu', 'nagios', '0']"
1519,Jun,14,01:27:59,secops-01,sshd,27981,Failed password for operator from 203.0.113.215 port 45133 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['operator', '203.0.113.215', '45133']"
1520,Jun,14,01:28:02,secops-01,sshd,27716,Failed password for test from 192.0.2.125 port 44450 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['test', '192.0.2.125', '44450']"
1521,Jun,14,01:28:03,secops-01,sshd,12930,Failed password for invalid user ubuntu from 198.51.100.170 port 46893 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['ubuntu', '198.51.100.170', '46893']"
1522,Jun,14,01:28:09,secops-01,sshd,20698,Disconnected from authenticating user www-data 203.0.113.239 port 61904 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['www-data', '203.0.113.239', '61904']"
1523,Jun,14,01:28:16,secops-01,sudo,34220,pam_unix(sudo:session): session closed for user root,U02,pam_unix(sudo:session): session closed for user <*>,['root']
1524,Jun,14,01:28:17,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=198.51.100.238 DST=10.0.8.164 PROTO=ICMP TYPE=3 CODE=1,F04,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=ICMP TYPE=<*> CODE=<*>,"['eth0', '198.51.100.238', '10.0.8.164', '3', '1']"
1525,Jun,14,01:28:18,secops-01,sudo,33666,pam_unix(sudo:session): session closed for user ubuntu,U02,pam_unix(sudo:session): session closed for user <*>,['ubuntu']
1526,Jun,14,01:28:24,secops-01,sshd,22505,Received disconnect from 203.0.113.185 port 49715:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['203.0.113.185', '49715']"
1527,Jun,14,01:28:25,secops-01,sudo,31436,ec2-user : user NOT authorized on host ; TTY=pts/1 ; PWD=/home/deploy ; COMMAND=/usr/bin/apt update,U03,<*> : user NOT authorized on host ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['ec2-user', 'pts/1', '/home/deploy', '/usr/bin/apt update']"
1528,Jun,14,01:28:30,secops-01,sshd,13804,Failed password for www-data from 203.0.113.50 port 49823 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['www-data', '203.0.113.50', '49823']"
1529,Jun,14,01:28:34,secops-01,sshd,10055,Failed password for deploy from 192.0.2.149 port 49318 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['deploy', '192.0.2.149', '49318']"
1530,Jun,14,01:28:39,secops-01,sshd,23883,Failed password for guest from 203.0.113.101 port 65239 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['guest', '203.0.113.101', '65239']"
1531,Jun,14,01:28:42,secops-01,sudo,32069,pam_unix(sudo:session): session closed for user deploy,U02,pam_unix(sudo:session): session closed for user <*>,['deploy']
1532,Jun,14,01:28:46,secops-01,sshd,14741,Failed password for root from 203.0.113.119 port 21728 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['root', '203.0.113.119', '21728']"
1533,Jun,14,01:28:50,secops-01,sudo,39854,test : command not allowed with sudo ; TTY=tty1 ; PWD=/tmp ; COMMAND=/bin/ls,U05,<*> : command not allowed with sudo ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['test', 'tty1', '/tmp', '/bin/ls']"
1534,Jun,14,01:28:55,secops-01,sshd,11125,Failed password for postgres from 198.51.100.213 port 47093 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['postgres', '198.51.100.213', '47093']"
1535,Jun,14,01:29:02,secops-01,sshd,28807,Accepted password for www-data from 203.0.113.219 port 47326 ssh2,S03,Accepted password for <*> from <*> port <*> ssh2,"['www-data', '203.0.113.219', '47326']"
1536,Jun,14,01:29:02,secops-01,sshd,22343,Received disconnect from 203.0.113.76 port 47170:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['203.0.113.76', '47170']"
1537,Jun,14,01:29:02,secops-01,audit,3868,USER_LOGIN pid=2364 uid=0 auid=4294967295 user=ec2-user exe=/usr/sbin/sshd res=success,A02,USER_LOGIN pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['2364', '0', '4294967295', 'ec2-user', 'success']"
1538,Jun,14,01:29:02,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=192.0.2.188 DST=10.0.6.78 PROTO=UDP SPT=54436 DPT=443,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['eth0', '192.0.2.188', '10.0.6.78', '54436', '443']"
1539,Jun,14,01:29:07,secops-01,sshd,25513,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.175,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['203.0.113.175']
1540,Jun,14,01:29:11,secops-01,sudo,34637,pam_unix(sudo:session): session opened for user ubuntu by admin(uid=1001),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['ubuntu', 'admin', '1001']"
1541,Jun,14,01:29:13,secops-01,sshd,13188,error: maximum authentication attempts exceeded for ec2-user from 198.51.100.142 port 26830 ssh2 [preauth],S13,error: maximum authentication attempts exceeded for <*> from <*> port <*> ssh2 [preauth],"['ec2-user', '198.51.100.142', '26830']"
1542,Jun,14,01:29:20,secops-01,sshd,19963,Accepted publickey for operator from 203.0.113.208 port 4571 ssh2,S04,Accepted publickey for <*> from <*> port <*> ssh2,"['operator', '203.0.113.208', '4571']"
1543,Jun,14,01:29:22,secops-01,sshd,19538,reverse mapping checking getaddrinfo for host18.example-mail.com [203.0.113.125] failed - POSSIBLE BREAK-IN ATTEMPT!,S11,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,"['host18.example-mail.com', '203.0.113.125']"
1544,Jun,14,01:29:27,secops-01,sshd,10299,Failed password for invalid user operator from 198.51.100.190 port 43703 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['operator', '198.51.100.190', '43703']"
1545,Jun,14,01:29:33,secops-01,sudo,32418,pam_unix(sudo:session): session opened for user deploy by admin(uid=1001),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['deploy', 'admin', '1001']"
1546,Jun,14,01:29:35,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=198.51.100.45 DST=10.0.0.26 PROTO=ICMP TYPE=0 CODE=1,F04,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=ICMP TYPE=<*> CODE=<*>,"['ens3', '198.51.100.45', '10.0.0.26', '0', '1']"
1547,Jun,14,01:29:41,secops-01,kernel,,[UFW ALLOW] IN=eth0 OUT= SRC=192.0.2.168 DST=10.0.5.153 PROTO=TCP SPT=29454 DPT=443,F03,[UFW ALLOW] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '192.0.2.168', '10.0.5.153', '29454', '443']"
1548,Jun,14,01:29:43,secops-01,sshd,29534,Failed password for invalid user admin from 203.0.113.127 port 20861 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['admin', '203.0.113.127', '20861']"
1549,Jun,14,01:29:50,secops-01,sshd,12936,reverse mapping checking getaddrinfo for host89.example-corp.com [192.0.2.173] failed - POSSIBLE BREAK-IN ATTEMPT!,S11,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,"['host89.example-corp.com', '192.0.2.173']"
1550,Jun,14,01:29:51,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=203.0.113.169 DST=10.0.7.96 PROTO=TCP SPT=1784 DPT=80,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['ens3', '203.0.113.169', '10.0.7.96', '1784', '80']"
1551,Jun,14,01:29:51,secops-01,sshd,17370,Failed password for test from 198.51.100.234 port 34430 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['test', '198.51.100.234', '34430']"
1552,Jun,14,01:29:58,secops-01,sshd,28763,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
1553,Jun,14,01:30:05,secops-01,sshd,22581,Failed password for invalid user www-data from 203.0.113.153 port 12892 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['www-data', '203.0.113.153', '12892']"
1554,Jun,14,01:30:10,secops-01,audit,1407,USER_LOGIN pid=3878 uid=1000 auid=1001 user=nagios exe=/usr/sbin/sshd res=success,A02,USER_LOGIN pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['3878', '1000', '1001', 'nagios', 'success']"
1555,Jun,14,01:30:10,secops-01,sshd,23281,Failed password for backup from 192.0.2.139 port 13140 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['backup', '192.0.2.139', '13140']"
1556,Jun,14,01:30:11,secops-01,sshd,26009,Invalid user support from 203.0.113.209 port 35763,S05,Invalid user <*> from <*> port <*>,"['support', '203.0.113.209', '35763']"
1557,Jun,14,01:30:14,secops-01,sshd,14066,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.184,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['203.0.113.184']
1558,Jun,14,01:30:21,secops-01,audit,1021,USER_AUTH pid=4676 uid=0 auid=1000 user=support exe=/usr/sbin/sshd res=success,A01,USER_AUTH pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['4676', '0', '1000', 'support', 'success']"
1559,Jun,14,01:30:23,secops-01,sudo,33378,admin : user NOT authorized on host ; TTY=pts/0 ; PWD=/root ; COMMAND=/bin/cat /etc/passwd,U03,<*> : user NOT authorized on host ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['admin', 'pts/0', '/root', '/bin/cat /etc/passwd']"
1560,Jun,14,01:30:27,secops-01,sshd,14086,Failed password for oracle from 192.0.2.10 port 6569 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['oracle', '192.0.2.10', '6569']"
1561,Jun,14,01:30:30,secops-01,sshd,10002,Invalid user guest from 203.0.113.243 port 44157,S05,Invalid user <*> from <*> port <*>,"['guest', '203.0.113.243', '44157']"
1562,Jun,14,01:30:37,secops-01,sshd,27501,Accepted password for guest from 192.0.2.77 port 44222 ssh2,S03,Accepted password for <*> from <*> port <*> ssh2,"['guest', '192.0.2.77', '44222']"
1563,Jun,14,01:30:40,secops-01,sshd,21538,Failed password for test from 198.51.100.135 port 60713 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['test', '198.51.100.135', '60713']"
1564,Jun,14,01:30:43,secops-01,sshd,11465,input_userauth_request: invalid user postgres [preauth],S12,input_userauth_request: invalid user <*> [preauth],['postgres']
1565,Jun,14,01:30:46,secops-01,sshd,14397,Failed password for ubuntu from 203.0.113.215 port 15128 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['ubuntu', '203.0.113.215', '15128']"
1566,Jun,14,01:30:48,secops-01,sshd,19089,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
1567,Jun,14,01:30:52,secops-01,sudo,34177,pam_unix(sudo:session): session opened for user ubuntu by admin(uid=1001),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['ubuntu', 'admin', '1001']"
1568,Jun,14,01:30:58,secops-01,sshd,18328,Invalid user backup from 203.0.113.118 port 6480,S05,Invalid user <*> from <*> port <*>,"['backup', '203.0.113.118', '6480']"
1569,Jun,14,01:31:03,secops-01,kernel,,[UFW ALLOW] IN=eth0 OUT= SRC=203.0.113.20 DST=10.0.4.164 PROTO=TCP SPT=46689 DPT=53,F03,[UFW ALLOW] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '203.0.113.20', '10.0.4.164', '46689', '53']"
1570,Jun,14,01:31:05,secops-01,sshd,29822,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=198.51.100.132,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['198.51.100.132']
1571,Jun,14,01:31:05,secops-01,sshd,22417,Disconnected from authenticating user ubuntu 203.0.113.203 port 29442 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['ubuntu', '203.0.113.203', '29442']"
1572,Jun,14,01:31:11,secops-01,audit,3801,USER_AUTH pid=2013 uid=0 auid=1001 user=admin exe=/usr/sbin/sshd res=success,A01,USER_AUTH pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['2013', '0', '1001', 'admin', 'success']"
1573,Jun,14,01:31:13,secops-01,sshd,18953,Failed password for postgres from 203.0.113.234 port 22881 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['postgres', '203.0.113.234', '22881']"
1574,Jun,14,01:31:14,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=203.0.113.27 DST=10.0.6.250 PROTO=TCP SPT=15587 DPT=6379,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '203.0.113.27', '10.0.6.250', '15587', '6379']"
1575,Jun,14,01:31:18,secops-01,sudo,32879,pam_unix(sudo:session): session closed for user root,U02,pam_unix(sudo:session): session closed for user <*>,['root']
1576,Jun,14,01:31:19,secops-01,sshd,26043,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
1577,Jun,14,01:31:23,secops-01,sshd,19240,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=198.51.100.223,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['198.51.100.223']
1578,Jun,14,01:31:25,secops-01,sshd,11571,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
1579,Jun,14,01:31:31,secops-01,sshd,27422,Accepted password for operator from 203.0.113.90 port 53851 ssh2,S03,Accepted password for <*> from <*> port <*> ssh2,"['operator', '203.0.113.90', '53851']"
1580,Jun,14,01:31:33,secops-01,sshd,15095,Connection closed by authenticating user ubuntu 203.0.113.177 port 34681 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['ubuntu', '203.0.113.177', '34681']"
1581,Jun,14,01:31:36,secops-01,sshd,22129,Failed password for nagios from 198.51.100.15 port 61214 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['nagios', '198.51.100.15', '61214']"
1582,Jun,14,01:31:38,secops-01,sshd,25000,input_userauth_request: invalid user git [preauth],S12,input_userauth_request: invalid user <*> [preauth],['git']
1583,Jun,14,01:31:44,secops-01,sshd,19038,Disconnected from authenticating user deploy 198.51.100.130 port 19821 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['deploy', '198.51.100.130', '19821']"
1584,Jun,14,01:31:48,secops-01,sshd,17496,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=198.51.100.238,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['198.51.100.238']
1585,Jun,14,01:31:49,secops-01,sshd,20247,Received disconnect from 203.0.113.80 port 27665:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['203.0.113.80', '27665']"
1586,Jun,14,01:31:51,secops-01,sshd,13068,Received disconnect from 203.0.113.63 port 62946:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['203.0.113.63', '62946']"
1587,Jun,14,01:31:58,secops-01,sshd,28158,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.75,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['203.0.113.75']
1588,Jun,14,01:32:05,secops-01,sudo,32235,root : user NOT authorized on host ; TTY=pts/1 ; PWD=/etc ; COMMAND=/usr/bin/docker ps,U03,<*> : user NOT authorized on host ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['root', 'pts/1', '/etc', '/usr/bin/docker ps']"
1589,Jun,14,01:32:11,secops-01,sshd,14085,Connection closed by authenticating user postgres 192.0.2.229 port 35915 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['postgres', '192.0.2.229', '35915']"
1590,Jun,14,01:32:16,secops-01,sshd,23925,Failed password for ec2-user from 192.0.2.192 port 1501 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['ec2-user', '192.0.2.192', '1501']"
1591,Jun,14,01:32:16,secops-01,sshd,27305,Failed password for invalid user www-data from 198.51.100.237 port 54983 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['www-data', '198.51.100.237', '54983']"
1592,Jun,14,01:32:19,secops-01,sshd,15522,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
1593,Jun,14,01:32:25,secops-01,sshd,11668,Failed password for deploy from 198.51.100.133 port 24177 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['deploy', '198.51.100.133', '24177']"
1594,Jun,14,01:32:26,secops-01,sshd,18184,Connection closed by authenticating user ubuntu 203.0.113.30 port 23172 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['ubuntu', '203.0.113.30', '23172']"
1595,Jun,14,01:32:32,secops-01,sshd,28639,Failed password for invalid user test from 203.0.113.56 port 1170 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['test', '203.0.113.56', '1170']"
1596,Jun,14,01:32:32,secops-01,sshd,26892,Failed password for invalid user oracle from 192.0.2.247 port 43161 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['oracle', '192.0.2.247', '43161']"
1597,Jun,14,01:32:37,secops-01,kernel,,[UFW ALLOW] IN=ens3 OUT= SRC=203.0.113.3 DST=10.0.9.119 PROTO=TCP SPT=22555 DPT=3306,F03,[UFW ALLOW] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['ens3', '203.0.113.3', '10.0.9.119', '22555', '3306']"
1598,Jun,14,01:32:37,secops-01,sshd,21617,Failed password for deploy from 192.0.2.49 port 27373 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['deploy', '192.0.2.49', '27373']"
1599,Jun,14,01:32:43,secops-01,sshd,15036,Failed password for test from 203.0.113.137 port 34730 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['test', '203.0.113.137', '34730']"
1600,Jun,14,01:32:46,secops-01,sshd,18196,Failed password for test from 203.0.113.198 port 44057 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['test', '203.0.113.198', '44057']"
1601,Jun,14,01:32:50,secops-01,sshd,15969,Connection closed by authenticating user deploy 203.0.113.111 port 59494 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['deploy', '203.0.113.111', '59494']"
